age,health_score,injury_severity,infection_exposure,food_days,water_days,shelter_quality,medical_supplies,weapon_availability,group_size,distance_to_safe_zone,mobility_score,days_since_outbreak,survived
33,70,1,7,18,8,100,85,10,4,90,94,26,0
62,62,2,97,8,19,23,31,100,2,20,48,56,0
64,74,7,0,9,10,72,23,67,6,25,22,32,1
29,68,0,28,18,14,10,10,33,1,60,58,2,0
30,99,2,35,9,2,34,10,79,5,38,41,32,0
46,76,9,50,11,22,28,16,94,2,63,60,41,1
16,96,0,36,13,20,7,31,88,9,39,39,29,0
69,34,10,92,7,12,16,82,7,2,64,38,52,0
18,46,10,68,15,20,70,26,7,6,83,32,20,0
31,87,7,52,16,27,11,31,97,4,21,38,23,1
72,99,0,95,19,12,78,60,14,6,32,99,51,1
27,83,4,51,3,1,92,24,4,2,28,85,12,0
31,49,3,87,5,5,49,63,18,2,12,84,44,0
39,55,6,82,11,5,23,63,73,7,79,22,10,0
43,86,4,11,27,11,36,27,8,3,92,43,19,0
23,68,7,51,17,3,77,39,56,3,85,57,52,1
51,95,10,0,6,4,10,90,53,7,80,21,10,1
23,74,0,6,4,22,98,13,28,8,23,75,19,1
73,75,4,16,9,29,80,41,100,7,90,99,26,1
75,87,3,97,5,7,58,38,18,3,15,56,24,1
65,63,2,42,26,5,54,1,76,3,12,23,9,0
43,50,4,70,13,20,26,80,45,7,4,97,29,1
56,77,9,16,5,27,66,0,79,3,35,100,29,1
79,72,2,58,29,2,59,31,61,2,95,63,37,0
42,98,7,2,13,22,1,82,93,7,61,64,28,0
78,42,2,28,11,7,67,63,59,3,27,100,3,1
32,47,0,21,29,18,17,77,4,5,96,66,23,0
48,35,8,37,26,20,19,30,32,7,33,45,51,0
44,56,8,53,21,10,84,57,82,2,13,100,54,1
28,40,5,92,25,17,62,81,54,8,37,95,59,1
61,98,9,49,11,9,77,77,18,2,44,28,4,1
50,36,0,68,7,25,71,13,16,4,2,99,55,0
21,56,7,29,9,27,1,87,87,4,38,67,14,0
62,96,1,22,15,19,89,68,91,8,37,50,38,1
40,38,8,84,19,11,82,15,41,1,59,74,13,0
25,49,7,89,25,19,41,68,100,9,69,20,28,1
71,64,2,46,7,27,27,53,21,6,18,78,39,0
45,37,4,20,8,28,28,12,38,4,48,30,44,0
20,97,8,19,12,7,68,79,79,6,81,21,60,0
48,81,0,22,28,18,27,78,98,6,66,65,20,0
80,55,8,67,19,20,59,30,26,9,49,20,28,0
33,71,3,20,16,15,89,68,75,4,58,89,60,1
64,38,3,20,18,26,4,20,45,8,35,90,32,0
26,63,3,0,16,20,14,29,27,1,78,85,14,0
41,26,9,14,6,17,72,22,51,6,76,21,13,0
78,63,8,16,27,8,31,37,64,5,58,88,11,1
74,87,5,50,0,3,51,28,38,3,97,32,38,0
42,53,10,62,26,8,89,76,17,4,7,38,58,0
64,85,7,13,19,24,36,31,86,8,9,66,39,1
48,88,3,58,28,1,14,61,21,10,69,20,42,0
16,74,2,82,13,8,40,90,67,2,4,37,56,1
36,29,0,49,16,8,3,97,10,8,32,51,58,0
70,61,9,33,12,17,52,44,81,7,5,91,15,0
21,60,6,5,28,10,99,48,63,1,56,30,9,1
20,96,3,48,1,12,83,32,70,2,56,39,3,0
18,88,7,5,26,5,26,3,84,7,44,27,5,1
68,29,2,68,30,8,20,17,56,3,72,57,28,0
38,29,0,6,13,15,59,69,34,2,13,25,42,0
68,79,4,96,0,3,85,63,36,1,4,21,15,0
52,70,1,76,28,1,63,27,49,7,52,93,3,0
32,40,2,50,4,6,70,57,29,3,75,92,53,0
16,27,5,0,6,14,46,90,16,6,15,74,50,1
66,84,2,12,18,24,53,89,32,10,82,22,35,0
60,97,2,42,13,5,30,55,15,8,84,85,7,1
19,49,5,26,23,10,16,19,14,6,1,91,30,0
77,68,4,70,13,26,49,76,12,7,65,92,24,1
80,28,9,2,14,29,6,91,2,6,11,45,53,0
47,36,8,57,4,19,82,33,23,7,93,67,31,0
49,88,0,88,4,16,27,86,22,5,61,27,14,1
54,77,2,96,28,3,9,9,58,9,93,86,16,0
41,76,2,16,20,18,26,93,54,3,88,94,51,1
49,81,10,44,23,6,12,21,64,6,84,88,4,0
69,71,5,77,1,10,65,4,31,9,94,95,3,0
18,80,7,100,17,12,85,43,96,1,63,49,35,0
65,59,2,57,30,26,83,8,59,5,38,46,9,0
27,57,2,55,29,25,59,42,29,4,69,62,4,0
80,62,5,53,27,20,42,3,65,9,45,24,54,1
69,82,7,86,23,27,68,41,17,1,74,39,19,0
20,38,5,87,8,2,62,64,58,4,70,71,24,0
72,69,9,28,26,13,69,97,52,1,68,40,60,1
32,52,2,53,27,1,98,40,63,3,4,22,11,1
62,32,3,26,9,28,64,63,29,4,71,60,15,1
38,97,0,44,25,17,98,54,17,1,48,83,36,1
29,81,7,86,17,4,66,89,4,5,97,87,31,0
66,62,3,30,3,12,53,17,68,6,9,90,8,0
53,68,5,35,7,12,35,15,7,1,90,43,2,0
79,55,10,80,17,23,70,86,8,10,47,71,57,1
53,29,2,60,19,23,92,45,31,10,85,94,50,1
65,25,10,36,25,13,14,35,13,4,60,21,3,0
45,76,10,66,28,11,74,89,12,4,52,63,3,0
66,20,5,35,28,20,17,65,17,1,86,60,21,0
78,90,10,4,16,12,3,43,67,2,33,89,51,1
67,77,8,45,15,17,87,4,21,10,58,26,12,0
53,40,8,78,17,12,10,28,19,5,97,57,56,0
45,99,9,51,6,3,5,3,14,2,48,64,14,0
66,75,2,48,0,22,50,98,6,3,5,28,58,1
20,39,2,5,27,29,57,85,76,9,85,72,23,1
44,73,3,9,0,21,59,48,97,5,27,47,59,1
19,44,6,95,17,9,17,71,29,1,41,38,13,0
25,47,2,22,3,22,78,84,4,5,1,87,16,1
71,24,9,16,22,4,66,7,0,3,51,23,17,0
32,40,7,83,19,17,16,51,59,1,16,32,54,0
32,37,10,43,20,7,96,68,30,3,99,30,18,0
49,66,7,40,19,13,33,20,19,6,100,21,13,0
21,89,5,14,3,27,29,26,82,10,32,89,56,1
68,76,3,43,24,1,18,37,63,5,93,31,26,1
58,38,10,57,30,27,8,4,63,1,47,56,45,0
38,84,10,85,5,7,39,84,28,2,23,75,40,1
70,22,4,49,27,15,43,60,9,5,15,71,39,0
31,61,1,51,2,30,94,7,28,9,26,92,31,1
23,40,5,69,5,6,58,85,30,5,37,23,40,1
19,59,2,67,12,2,90,17,74,5,89,23,17,0
19,86,5,62,22,28,24,3,86,1,55,68,32,0
71,44,4,57,6,3,70,3,29,5,2,71,56,1
40,74,1,22,23,28,52,36,24,8,76,53,1,0
42,71,4,43,28,6,47,14,79,9,19,41,35,1
47,63,4,82,3,3,70,37,57,10,32,32,36,0
65,75,8,94,0,8,83,26,56,3,87,82,19,0
76,74,10,43,5,22,52,84,86,4,69,34,28,0
66,89,7,51,23,16,48,47,62,7,55,59,2,1
34,96,6,66,4,16,42,45,96,7,89,57,29,1
36,92,2,27,12,30,99,45,36,1,99,74,43,1
20,100,9,66,18,19,18,47,57,6,56,63,29,0
57,85,3,77,3,13,65,58,27,9,29,85,43,0
76,38,5,17,23,13,33,3,26,5,84,85,19,1
37,26,2,26,5,28,80,74,69,8,36,62,57,0
36,82,10,50,12,24,87,18,36,10,71,91,28,1
16,61,8,59,30,12,72,56,5,9,86,57,34,0
20,61,7,73,28,3,53,18,88,10,82,48,31,1
27,78,5,48,4,12,0,90,76,10,53,94,37,1
61,39,3,14,12,20,91,41,61,3,85,75,19,1
49,92,6,82,24,16,54,91,96,1,86,25,32,1
64,36,10,72,9,14,14,4,32,2,39,28,29,0
60,46,2,67,2,29,84,47,88,5,76,41,9,1
42,66,9,14,22,17,14,24,77,10,11,65,7,1
41,21,7,50,24,10,22,66,39,7,76,50,58,0
62,82,0,47,26,3,65,25,40,6,90,40,12,1
71,81,2,71,12,27,45,73,41,4,30,57,60,0
78,38,10,0,26,19,99,87,8,9,79,71,51,1
63,36,4,6,11,10,8,61,17,4,72,38,31,0
76,88,4,52,3,9,65,92,14,3,53,29,18,1
41,58,9,30,9,21,65,6,3,5,82,65,28,0
51,90,1,17,25,12,17,43,33,4,74,95,50,0
16,100,9,11,2,21,16,86,61,2,8,85,21,1
23,58,7,47,16,7,71,26,37,3,99,98,9,0
67,55,4,29,8,27,97,41,80,7,20,57,34,0
62,59,6,96,28,12,33,72,70,2,12,81,34,0
71,64,6,6,0,8,68,55,95,1,67,91,47,0
29,23,4,91,17,29,63,2,22,2,84,65,24,1
43,44,7,2,8,0,43,12,19,8,50,54,16,0
17,88,8,62,20,0,28,69,55,8,12,62,28,1
41,49,3,5,19,14,61,58,52,10,54,49,46,0
29,95,3,94,24,21,91,37,1,2,88,92,51,1
74,87,7,14,8,3,15,84,20,6,80,82,47,0
71,48,0,70,1,26,77,82,75,7,54,49,35,0
22,92,3,42,18,19,51,88,41,1,74,48,6,1
18,87,5,93,27,0,1,67,56,7,19,85,38,0
38,70,3,90,15,24,60,85,48,8,14,91,54,1
33,43,5,80,2,11,3,68,90,9,52,93,53,1
53,33,4,17,15,10,51,0,9,8,78,41,52,0
30,88,8,21,20,18,40,49,71,3,22,54,60,0
79,37,9,60,12,14,51,80,60,8,4,61,41,1
43,61,8,60,2,20,30,72,20,3,59,43,11,1
54,76,3,52,9,9,25,8,59,6,34,45,4,0
72,31,3,25,21,0,26,52,85,4,64,50,14,0
32,36,7,90,17,23,50,87,12,7,18,21,13,0
59,49,9,39,5,2,97,9,47,8,98,58,15,0
40,94,3,87,5,13,94,83,39,10,82,31,49,0
32,42,1,7,17,14,47,80,62,6,31,92,8,1
28,100,1,20,5,0,10,76,75,10,84,63,43,0
40,20,0,92,5,9,7,28,80,4,100,62,24,0
25,98,4,42,21,21,11,35,8,8,42,86,11,1
33,51,5,20,27,0,98,86,56,7,74,57,48,1
49,28,8,2,12,30,44,26,50,10,3,85,35,1
23,34,4,30,13,14,33,17,39,8,85,59,25,0
55,47,5,26,20,2,76,17,75,10,100,41,23,0
57,43,5,26,6,20,90,8,72,7,55,94,47,1
56,79,2,72,12,19,71,66,63,3,10,82,45,1
21,54,3,56,14,22,46,6,93,3,71,78,7,0
67,46,0,96,11,21,20,57,69,9,22,95,5,1
41,95,3,32,20,11,40,78,63,7,23,38,32,1
79,39,0,89,26,18,74,29,24,1,76,39,28,0
74,84,4,91,0,15,21,72,27,3,13,92,44,1
71,68,10,43,27,26,20,60,9,1,40,62,3,1
74,20,10,42,24,7,27,90,27,6,13,77,30,0
48,29,7,30,2,23,66,99,92,2,97,73,58,1
68,66,7,64,17,13,70,81,35,7,95,59,44,0
37,78,4,83,25,17,13,94,10,8,51,46,5,0
36,81,9,75,21,22,78,16,20,6,64,32,51,0
19,37,1,16,7,29,72,52,25,5,92,66,51,0
77,65,5,14,1,0,51,5,17,10,83,91,33,0
77,51,0,33,3,1,42,38,67,4,85,42,20,0
39,46,6,79,17,23,70,24,40,9,96,78,30,0
70,37,10,3,27,11,75,41,14,8,90,96,57,1
24,58,3,71,27,16,18,41,22,5,13,26,44,0
18,68,4,97,24,1,26,58,40,1,29,69,22,1
46,63,5,88,25,27,17,37,5,8,71,85,22,0
55,91,10,78,12,16,12,30,70,8,47,22,38,0
51,73,0,27,14,20,0,28,59,7,26,58,29,0
39,53,8,72,1,6,84,8,78,7,70,26,21,0
21,90,9,1,9,5,33,0,51,8,96,87,18,1
19,55,3,16,1,5,12,79,8,1,100,74,53,0
21,37,7,57,29,21,50,86,29,3,23,27,48,0
66,57,4,73,28,7,86,71,43,4,75,51,11,1
77,78,10,8,20,4,0,46,61,6,56,38,10,0
72,28,7,30,11,14,86,75,42,10,85,31,35,1
23,92,0,65,4,25,27,9,27,10,19,76,26,1
41,91,7,87,11,6,31,15,93,9,98,29,59,0
66,70,10,61,22,2,71,46,7,4,50,97,50,1
60,54,10,18,0,24,54,42,98,6,35,40,44,1
59,24,3,80,27,9,25,23,50,9,49,39,46,0
20,33,1,73,1,2,13,7,98,9,95,23,4,0
41,49,10,54,26,29,87,74,89,6,46,38,10,1
34,23,5,27,15,13,92,25,29,5,93,48,57,0
35,58,1,91,26,21,67,6,98,3,70,90,39,0
27,83,4,49,21,2,62,78,10,5,100,83,16,1
62,44,1,64,1,0,81,14,19,3,53,91,58,0
16,47,2,2,15,0,13,47,30,5,31,30,41,0
29,95,10,78,19,18,26,2,33,10,96,52,30,0
79,85,5,51,25,3,40,15,11,10,84,44,3,0
53,97,0,9,15,29,2,78,47,1,22,52,34,1
52,41,5,20,5,1,93,88,27,6,67,45,25,0
26,50,2,36,12,24,58,96,66,7,8,55,38,1
18,42,6,14,11,30,99,13,62,2,19,30,42,0
48,67,1,86,22,10,22,87,47,3,31,49,36,0
21,39,5,77,9,23,17,74,41,10,32,76,4,1
65,57,7,78,4,11,73,2,51,9,79,29,42,0
25,74,0,73,7,12,75,72,4,8,55,44,10,1
20,87,10,8,5,15,40,69,76,4,31,87,13,0
38,98,10,43,4,15,7,30,11,8,67,76,6,0
25,20,8,38,19,18,31,79,58,8,51,53,7,0
59,26,4,4,21,22,80,74,64,6,96,96,28,1
17,76,4,24,5,19,40,16,51,1,74,73,59,0
28,31,4,55,21,20,44,48,42,2,92,70,58,0
55,24,5,89,16,19,77,2,82,4,27,25,37,0
17,69,1,63,5,8,100,82,92,4,48,78,15,1
80,61,5,71,16,15,8,87,62,2,43,73,30,0
78,31,10,85,4,26,89,54,49,9,95,36,40,0
32,37,3,51,22,6,47,71,38,2,51,45,10,1
24,85,7,88,16,12,23,99,41,6,98,28,12,1
30,93,10,75,28,3,86,39,88,5,69,21,17,1
39,98,8,8,16,12,94,65,79,4,75,39,48,1
53,36,8,9,28,7,43,86,16,6,71,25,30,1
50,87,7,9,12,1,57,39,91,4,72,98,1,1
64,90,2,72,30,6,65,29,42,9,81,74,36,0
77,81,9,61,21,10,17,24,48,10,50,67,40,0
75,60,10,89,30,16,79,6,4,7,61,77,59,0
65,53,10,98,6,23,28,91,0,3,41,61,24,0
24,89,3,90,21,28,74,49,66,10,51,93,38,1
49,64,0,59,20,13,1,80,23,4,78,40,21,0
50,77,8,94,5,27,77,95,28,1,24,25,42,1
16,70,4,18,28,29,67,0,14,6,30,49,32,0
55,53,5,37,13,12,97,90,3,2,52,42,58,1
79,63,2,5,15,14,38,43,43,4,50,55,18,0
37,34,10,14,2,21,72,99,64,5,57,22,13,1
75,97,9,92,8,27,40,48,78,8,62,53,37,1
79,89,7,46,14,20,70,6,87,3,79,49,44,0
26,69,6,44,20,24,80,2,30,6,53,100,21,1
29,51,0,4,17,8,86,93,19,1,68,61,18,1
75,86,9,77,29,2,74,0,9,9,77,40,40,0
45,22,4,52,29,24,21,50,10,1,69,23,46,0
50,93,9,65,27,12,81,97,81,2,31,68,47,1
52,70,8,61,9,30,48,37,97,1,76,67,26,0
20,86,10,22,9,12,27,42,27,8,30,70,5,1
41,95,5,43,22,8,15,54,37,4,10,43,5,1
77,67,7,51,2,17,67,56,79,2,94,65,31,0
19,36,9,45,0,4,61,52,23,7,90,46,28,0
57,26,0,18,2,10,35,99,38,8,44,70,49,1
33,32,9,87,24,1,21,32,50,9,6,39,13,0
55,85,10,83,4,16,10,79,75,5,27,99,49,0
54,23,6,46,6,22,84,61,49,3,20,90,11,1
29,29,2,90,2,19,79,10,6,1,92,37,1,0
47,36,8,51,3,20,41,71,99,8,20,27,24,0
66,71,5,23,16,3,54,51,80,6,12,46,13,1
53,25,4,16,2,21,72,0,67,5,85,33,58,0
38,88,7,88,22,26,34,13,52,7,94,37,18,1
78,93,7,45,3,17,56,93,36,5,49,84,24,1
30,28,2,63,30,23,33,84,96,4,52,50,29,0
40,96,1,94,1,19,72,20,82,5,10,39,28,0
32,40,1,27,13,7,76,33,53,7,5,89,38,1
68,43,4,49,4,18,69,89,89,6,64,64,45,0
66,23,9,63,30,11,3,13,54,10,58,20,53,0
54,43,6,27,20,27,45,39,74,10,8,38,22,1
66,78,7,85,30,10,91,34,30,9,30,58,20,0
21,22,9,55,1,15,10,41,64,10,17,46,60,0
22,87,7,58,30,4,97,81,99,2,67,75,11,1
66,59,7,4,14,27,60,19,92,7,21,35,51,1
57,67,9,53,10,2,34,59,88,1,16,97,59,1
79,73,10,43,21,11,68,8,58,8,96,26,20,0
30,54,2,41,9,14,56,32,46,4,27,39,41,1
44,75,10,71,19,15,10,48,48,8,6,50,13,0
48,59,1,91,29,12,11,67,17,8,42,98,47,0
42,96,3,56,0,6,42,3,2,4,16,44,24,1
51,87,0,46,18,14,18,47,17,4,45,20,43,1
44,65,2,75,13,2,76,15,57,5,3,36,24,0
53,97,10,24,24,30,67,46,70,7,40,99,48,1
72,32,8,43,25,11,77,25,91,6,20,46,17,0
42,46,6,14,22,7,58,69,80,1,7,43,5,0
70,25,6,50,28,24,1,36,24,6,59,81,54,0
48,36,0,52,21,28,7,21,17,3,11,71,30,0
25,55,6,33,13,11,21,6,51,9,93,70,14,0
20,100,9,76,0,17,76,41,42,3,52,85,15,1
53,21,6,7,24,2,20,29,66,9,3,76,9,0
28,96,3,76,28,11,84,73,88,5,21,74,14,1
46,71,6,99,8,28,91,78,6,10,53,72,10,0
62,85,7,69,16,22,96,5,73,8,96,38,58,0
67,71,2,95,13,20,28,23,43,9,30,32,22,1
71,62,9,20,12,25,100,65,43,9,11,48,31,1
30,41,1,6,12,22,85,39,50,7,81,25,13,0
44,74,6,89,30,1,89,14,82,10,25,92,17,1
23,86,4,78,5,13,74,52,78,1,50,20,1,1
20,79,4,55,6,13,74,84,84,8,89,43,14,1
44,77,4,48,1,3,97,81,20,7,9,93,44,1
62,31,6,41,25,16,82,4,36,4,45,25,39,0
60,88,8,22,7,14,36,88,27,6,29,67,35,1
17,58,10,51,23,15,77,35,31,10,62,39,55,0
42,32,7,78,5,4,28,73,56,2,15,95,53,1
51,60,5,52,24,23,82,45,40,4,19,86,1,1
51,76,6,15,2,16,36,22,53,8,15,74,27,0
41,72,8,95,17,22,20,87,26,4,39,37,56,1
58,31,10,36,17,6,87,44,86,10,35,40,45,1
42,32,5,17,21,22,89,9,73,4,13,83,57,1
35,93,0,19,22,14,11,53,39,4,16,56,22,1
26,76,3,45,5,16,47,69,40,10,67,38,34,0
53,59,7,1,10,11,82,76,69,9,95,75,9,1
21,99,6,86,2,10,46,84,23,2,55,81,50,1
38,64,2,93,15,18,93,31,17,7,65,37,54,0
62,54,9,62,4,10,14,42,73,3,35,49,58,0
61,22,2,2,23,1,66,14,55,4,16,75,36,0
27,24,10,45,21,30,12,65,14,1,1,61,48,0
28,30,2,48,1,14,58,14,97,3,50,72,32,0
77,90,0,0,14,4,72,80,71,2,14,93,38,1
75,75,9,21,15,17,12,19,34,10,62,69,20,1
58,29,0,92,6,28,79,49,26,7,7,23,27,0
20,53,5,13,15,29,77,5,88,6,23,82,3,0
52,86,0,91,23,20,71,78,2,1,99,86,60,0
46,91,4,84,3,20,18,16,20,8,63,75,11,0
24,50,3,44,27,15,56,25,38,9,29,68,24,0
66,94,4,95,15,3,31,21,31,1,22,41,29,0
44,90,6,5,16,26,98,72,49,5,80,31,5,0
55,85,5,64,1,22,86,63,84,7,93,68,33,0
56,89,8,20,15,9,20,75,8,2,6,32,8,1
26,60,5,3,3,21,81,85,49,6,82,52,19,1
38,82,8,2,6,1,13,57,0,8,29,66,4,0
16,51,3,29,17,14,79,86,3,8,89,83,41,1
61,39,0,30,5,3,23,36,3,10,2,36,35,1
36,76,0,33,17,28,48,77,89,10,64,53,30,0
51,69,9,82,27,15,31,87,33,8,96,87,5,0
69,99,6,19,6,29,74,71,26,6,36,58,60,1
72,44,2,86,1,26,10,89,14,6,96,91,48,0
16,31,1,53,18,6,59,95,31,3,20,20,40,0
78,90,5,24,8,24,67,27,40,2,55,24,38,1
69,58,5,14,28,24,60,95,70,5,37,59,3,1
70,36,6,37,30,11,89,85,60,9,97,82,16,1
55,64,4,22,3,2,4,48,62,4,52,20,8,0
30,30,7,51,13,16,35,72,60,5,69,54,45,1
36,89,6,65,4,8,96,66,13,6,70,36,5,0
62,42,1,56,24,7,63,88,22,6,22,79,38,1
68,89,0,56,6,22,77,75,64,4,85,20,59,1
24,57,8,78,7,5,31,92,31,4,83,23,35,0
67,21,4,51,14,29,70,66,40,8,15,28,8,0
72,98,10,34,26,14,73,40,25,5,98,64,36,1
41,91,4,73,18,9,65,45,47,5,47,51,25,0
56,56,9,13,26,22,9,86,72,9,71,88,53,0
50,68,3,90,10,26,98,86,15,4,81,33,49,1
78,71,1,13,19,24,20,54,30,7,69,70,57,0
40,52,4,98,22,5,39,81,65,5,52,42,8,0
53,41,1,32,3,14,41,10,31,9,39,65,21,0
17,24,6,51,17,29,71,99,9,8,2,46,51,1
22,37,10,0,13,13,45,25,24,8,91,55,46,0
49,57,8,33,25,25,81,71,81,10,45,87,9,1
32,56,8,18,5,18,72,91,97,10,24,51,32,1
58,83,10,23,24,12,40,81,92,3,61,92,44,1
74,29,5,3,15,13,93,12,44,9,92,85,13,1
66,98,0,35,17,2,3,35,23,8,65,61,23,0
69,61,5,76,0,3,98,63,2,3,53,69,60,1
39,67,4,57,7,25,13,50,61,10,21,76,59,1
40,63,3,31,0,28,13,75,78,1,92,83,8,0
67,35,5,8,0,13,52,21,66,5,67,65,35,1
48,73,5,79,18,30,100,59,54,4,94,93,54,1
64,54,5,66,20,13,83,1,94,8,1,73,28,1
44,47,1,19,28,25,28,55,9,6,59,72,15,0
78,21,6,73,27,7,22,39,54,10,47,48,52,0
37,32,3,61,24,9,84,27,21,5,18,56,29,0
41,60,8,57,26,8,30,76,13,9,33,88,51,1
43,99,9,21,9,13,95,96,72,6,15,33,4,1
64,78,1,66,17,7,70,2,81,3,24,46,34,1
64,88,4,74,11,10,76,62,7,6,36,24,37,0
35,72,3,88,27,9,60,97,14,4,60,63,24,0
78,64,8,47,16,17,22,22,14,5,34,34,21,0
76,39,3,7,0,3,7,54,51,6,90,86,2,0
64,43,7,72,7,3,75,31,69,9,51,20,7,0
16,80,7,14,9,11,99,83,53,3,40,43,56,1
28,77,5,31,25,17,15,27,75,1,22,95,11,1
66,46,5,52,9,28,25,7,41,2,16,81,12,0
71,45,10,66,17,7,28,2,18,8,42,97,4,0
77,26,7,3,28,2,92,93,39,4,16,76,35,1
47,61,9,29,8,17,5,88,68,7,5,39,40,1
45,66,8,12,24,6,36,52,26,2,6,77,26,0
44,72,4,20,1,30,32,93,73,10,42,33,18,1
64,78,10,40,2,0,94,28,42,8,88,97,55,0
60,57,0,18,1,30,45,93,51,10,30,72,58,1
45,88,0,47,5,21,60,97,45,9,32,54,56,1
31,72,1,85,30,12,40,88,13,7,53,81,37,1
55,34,9,62,22,28,17,80,63,10,19,80,16,1
34,45,9,19,11,2,94,58,60,1,51,38,55,1
33,67,4,63,21,28,15,23,97,2,28,61,12,0
16,38,3,36,18,2,50,37,57,9,47,63,41,0
62,28,0,30,27,14,36,27,48,10,72,20,40,0
53,83,3,73,14,20,13,96,78,7,1,87,37,1
66,73,3,17,18,29,67,61,28,3,68,100,52,1
78,70,9,19,11,18,29,99,25,5,57,97,19,0
19,58,3,81,17,27,59,50,26,1,22,65,15,0
16,23,0,10,15,3,52,6,66,10,86,70,22,0
23,22,8,85,1,12,96,22,66,3,94,51,20,0
44,83,2,43,10,12,35,45,34,4,58,99,43,1
70,48,3,81,11,14,29,89,59,4,91,38,52,0
18,30,4,63,4,18,63,77,60,7,91,58,13,0
47,77,6,33,26,15,13,27,98,5,13,33,23,0
25,94,5,86,26,6,22,23,69,9,39,48,31,0
49,46,4,64,23,2,47,6,77,7,27,61,26,0
70,40,7,54,5,29,27,99,89,2,39,33,45,0
47,58,0,73,24,25,6,78,2,8,72,30,32,0
65,65,6,0,10,19,41,48,32,2,12,94,21,1
22,85,5,37,20,1,9,2,41,7,24,66,17,1
23,55,10,8,9,17,67,1,12,5,18,43,29,0
80,94,4,94,3,24,43,6,28,10,15,41,53,0
72,84,6,70,8,10,12,79,8,6,60,68,29,0
74,82,2,16,11,0,84,20,31,4,16,74,48,1
69,54,0,98,9,15,32,8,21,5,97,74,22,0
66,50,8,100,26,16,91,11,85,5,74,89,49,1
23,47,1,51,13,15,86,92,57,7,47,97,19,1
49,20,9,17,4,9,31,23,56,4,24,92,54,0
50,44,2,62,0,16,47,32,97,5,45,54,14,1
47,62,7,32,4,29,4,77,9,4,19,63,55,0
61,86,9,3,15,2,60,42,24,4,91,55,39,0
31,82,8,86,30,17,89,81,61,8,41,34,23,1
52,70,2,74,4,18,89,4,62,5,31,64,41,1
69,21,5,51,4,13,2,78,75,9,85,81,2,0
29,83,6,8,28,20,23,70,2,5,16,69,51,0
70,93,0,63,17,24,97,88,82,8,23,97,55,1
63,88,6,29,28,1,33,13,96,3,78,32,32,0
22,28,3,7,5,11,83,35,46,7,23,50,38,1
22,21,4,4,20,10,93,34,54,1,41,24,33,1
48,53,7,75,17,30,41,49,25,5,18,27,58,0
38,79,3,62,27,29,19,87,12,2,36,32,7,0
34,80,3,0,9,16,40,78,6,8,12,60,48,0
34,50,7,14,14,26,81,10,33,6,75,36,34,0
51,29,4,88,30,5,19,23,21,5,69,51,4,0
44,95,5,81,29,18,5,74,83,3,51,24,23,0
75,55,10,37,23,12,56,43,22,1,85,28,20,0
17,68,4,41,21,6,41,50,47,10,32,53,22,1
16,89,0,45,10,21,24,16,13,10,93,20,46,0
62,68,6,52,25,10,40,69,93,10,71,59,29,0
35,22,5,25,27,6,40,84,86,10,36,98,43,0
26,93,1,60,26,12,2,7,51,8,40,73,41,1
17,24,10,66,18,12,42,78,82,5,91,51,37,0
27,80,6,53,24,20,45,95,38,9,70,69,3,0
35,45,5,21,12,0,56,73,40,7,38,78,22,0
20,91,4,25,26,29,82,27,35,1,54,100,20,1
52,24,7,82,26,18,73,78,5,1,4,81,25,1
53,34,4,59,29,18,50,11,22,7,46,30,34,0
24,35,10,38,19,22,4,42,9,7,63,42,42,0
68,20,1,35,2,14,85,81,98,9,99,45,53,1
59,35,5,20,15,13,72,36,84,2,74,82,29,1
39,56,0,40,6,28,96,87,95,7,50,65,57,1
45,22,4,47,11,2,14,62,59,2,30,88,10,0
74,71,5,25,28,26,87,100,29,10,73,25,39,1
29,66,6,62,14,20,93,92,96,10,16,70,47,1
24,32,1,76,29,19,99,62,69,2,52,62,37,0
55,99,0,35,7,3,38,9,4,5,4,61,40,0
40,74,5,23,22,28,69,77,78,9,26,32,50,1
37,40,2,89,16,6,78,79,56,9,29,44,20,1
19,85,4,20,0,0,37,36,42,10,92,21,38,0
41,73,10,17,28,22,38,10,51,1,11,33,23,0
73,46,1,14,20,30,51,89,88,7,92,36,11,1
44,57,0,78,30,23,85,18,76,10,96,59,8,1
52,77,0,5,29,18,2,51,5,10,24,58,29,0
33,81,10,42,7,30,28,17,100,3,51,44,36,0
57,65,3,30,13,2,92,93,1,10,42,67,25,0
56,30,9,27,9,19,30,31,16,10,39,68,39,0
53,91,1,7,26,14,65,22,87,1,7,52,34,1
49,27,0,28,18,12,98,11,11,2,18,46,47,1
32,90,5,20,7,21,44,57,43,6,3,64,32,1
52,83,3,80,18,13,72,76,53,10,63,50,41,0
40,40,9,87,3,6,21,20,77,2,20,82,23,1
42,91,6,57,9,0,82,20,6,2,98,57,21,0
72,82,10,59,22,30,100,92,89,4,94,98,19,1
46,83,5,49,2,12,9,92,31,3,73,59,25,1
21,39,4,99,3,3,20,90,28,8,74,77,23,0
55,27,9,30,15,11,16,28,45,8,70,84,19,0
27,77,1,46,23,6,66,78,72,6,17,30,5,0
68,65,4,33,3,26,6,46,77,4,79,34,19,0
25,50,8,1,24,1,100,11,52,7,97,76,35,0
60,28,8,66,19,16,35,57,80,9,59,44,12,0
32,34,1,93,28,0,66,40,24,2,54,58,39,0
41,45,6,71,29,25,76,18,52,6,13,52,25,1
